country;year;sex;age;suicides_no;population;;;;;
Antigua and Barbuda;2003;male;75+ years;0,00;1068;;;;;
Antigua and Barbuda;2004;male;55-74 years;1,00;3665;;;;;
Antigua and Barbuda;2004;male;35-54 years;1,00;11406;;;;;
Antigua and Barbuda;2004;female;15-24 years;0,00;7648;;;;;
Antigua and Barbuda;2004;female;25-34 years;0,00;7531;;;;;
Antigua and Barbuda;2004;female;35-54 years;0,00;12492;;;;;
Antigua and Barbuda;2004;female;5-14 years;0,00;8488;;;;;
Antigua and Barbuda;2004;female;55-74 years;0,00;4088;;;;;
Antigua and Barbuda;2004;female;75+ years;0,00;1590;;;;;
Antigua and Barbuda;2004;male;15-24 years;0,00;6968;;;;;
Antigua and Barbuda;2004;male;25-34 years;0,00;6556;;;;;
Antigua and Barbuda;2004;male;5-14 years;0,00;8196;;;;;
Antigua and Barbuda;2004;male;75+ years;0,00;1094;;;;;
Antigua and Barbuda;2005;female;15-24 years;0,00;7780;;;;;
Antigua and Barbuda;2005;female;25-34 years;0,00;7327;;;;;
Antigua and Barbuda;2005;female;35-54 years;0,00;12835;;;;;
Antigua and Barbuda;2005;female;5-14 years;0,00;8584;;;;;
Antigua and Barbuda;2005;female;55-74 years;0,00;4157;;;;;
Antigua and Barbuda;2005;female;75+ years;0,00;1575;;;;;
Antigua and Barbuda;2005;male;15-24 years;0,00;7113;;;;;
Antigua and Barbuda;2005;male;25-34 years;0,00;6444;;;;;
Antigua and Barbuda;2005;male;35-54 years;0,00;11778;;;;;
Antigua and Barbuda;2005;male;5-14 years;0,00;8358;;;;;
Antigua and Barbuda;2005;male;55-74 years;0,00;3748;;;;;
Antigua and Barbuda;2005;male;75+ years;0,00;1110;;;;;
Antigua and Barbuda;2006;female;15-24 years;0,00;7902;;;;;
Antigua and Barbuda;2006;female;25-34 years;0,00;7098;;;;;
Antigua and Barbuda;2006;female;35-54 years;0,00;13374;;;;;
Antigua and Barbuda;2006;female;5-14 years;0,00;8571;;;;;
Antigua and Barbuda;2006;female;55-74 years;0,00;4256;;;;;
Antigua and Barbuda;2006;female;75+ years;0,00;1573;;;;;
Antigua and Barbuda;2006;male;15-24 years;0,00;7239;;;;;
Antigua and Barbuda;2006;male;25-34 years;0,00;6319;;;;;
Antigua and Barbuda;2006;male;35-54 years;0,00;12202;;;;;
Antigua and Barbuda;2006;male;5-14 years;0,00;8485;;;;;
Antigua and Barbuda;2006;male;55-74 years;0,00;3847;;;;;
Antigua and Barbuda;2006;male;75+ years;0,00;1107;;;;;
Antigua and Barbuda;2007;male;35-54 years;1,00;12530;;;;;
Antigua and Barbuda;2007;female;15-24 years;0,00;8013;;;;;
Antigua and Barbuda;2007;female;25-34 years;0,00;6962;;;;;
Antigua and Barbuda;2007;female;35-54 years;0,00;13860;;;;;
Antigua and Barbuda;2007;female;5-14 years;0,00;8555;;;;;
Antigua and Barbuda;2007;female;55-74 years;0,00;4400;;;;;
Antigua and Barbuda;2007;female;75+ years;0,00;1568;;;;;
Antigua and Barbuda;2007;male;15-24 years;0,00;7330;;;;;
Antigua and Barbuda;2007;male;25-34 years;0,00;6267;;;;;
Antigua and Barbuda;2007;male;5-14 years;0,00;8564;;;;;
Antigua and Barbuda;2007;male;55-74 years;0,00;3988;;;;;
Antigua and Barbuda;2007;male;75+ years;0,00;1094;;;;;
Antigua and Barbuda;2008;female;15-24 years;0,00;8108;;;;;
Antigua and Barbuda;2008;female;25-34 years;0,00;6910;;;;;
Antigua and Barbuda;2008;female;35-54 years;0,00;14278;;;;;
Antigua and Barbuda;2008;female;5-14 years;0,00;8537;;;;;
Antigua and Barbuda;2008;female;55-74 years;0,00;4587;;;;;
Antigua and Barbuda;2008;female;75+ years;0,00;1567;;;;;
Antigua and Barbuda;2008;male;15-24 years;0,00;7404;;;;;
Antigua and Barbuda;2008;male;25-34 years;0,00;6274;;;;;
Antigua and Barbuda;2008;male;35-54 years;0,00;12782;;;;;
Antigua and Barbuda;2008;male;5-14 years;0,00;8599;;;;;
Antigua and Barbuda;2008;male;55-74 years;0,00;4158;;;;;
Antigua and Barbuda;2008;male;75+ years;0,00;1069;;;;;
Antigua and Barbuda;2009;female;15-24 years;0,00;8199;;;;;
Antigua and Barbuda;2009;female;25-34 years;0,00;6917;;;;;
Antigua and Barbuda;2009;female;35-54 years;0,00;14629;;;;;
Antigua and Barbuda;2009;female;5-14 years;0,00;8514;;;;;
Antigua and Barbuda;2009;female;55-74 years;0,00;4793;;;;;
Antigua and Barbuda;2009;female;75+ years;0,00;1571;;;;;
Antigua and Barbuda;2009;male;15-24 years;0,00;7489;;;;;
Antigua and Barbuda;2009;male;25-34 years;0,00;6325;;;;;
Antigua and Barbuda;2009;male;35-54 years;0,00;12978;;;;;
Antigua and Barbuda;2009;male;5-14 years;0,00;8599;;;;;
Antigua and Barbuda;2009;male;55-74 years;0,00;4349;;;;;
Antigua and Barbuda;2009;male;75+ years;0,00;1042;;;;;
Antigua and Barbuda;2012;female;15-24 years;0,00;8435;;;;;
Antigua and Barbuda;2012;female;25-34 years;0,00;7215;;;;;
Antigua and Barbuda;2012;female;35-54 years;0,00;15193;;;;;
Antigua and Barbuda;2012;female;5-14 years;0,00;8401;;;;;
Antigua and Barbuda;2012;female;55-74 years;0,00;5512;;;;;
Antigua and Barbuda;2012;female;75+ years;0,00;1625;;;;;
Antigua and Barbuda;2012;male;15-24 years;0,00;7893;;;;;
Antigua and Barbuda;2012;male;25-34 years;0,00;6629;;;;;
Antigua and Barbuda;2012;male;35-54 years;0,00;13280;;;;;
Antigua and Barbuda;2012;male;5-14 years;0,00;8475;;;;;
Antigua and Barbuda;2012;male;55-74 years;0,00;4994;;;;;
Antigua and Barbuda;2012;male;75+ years;0,00;1051;;;;;
Antigua and Barbuda;2013;female;15-24 years;0,00;8494;;;;;
Antigua and Barbuda;2013;female;25-34 years;0,00;7397;;;;;
Antigua and Barbuda;2013;female;35-54 years;0,00;15236;;;;;
Antigua and Barbuda;2013;female;5-14 years;0,00;8353;;;;;
Antigua and Barbuda;2013;female;55-74 years;0,00;5787;;;;;
Antigua and Barbuda;2013;female;75+ years;0,00;1652;;;;;
Antigua and Barbuda;2013;male;15-24 years;0,00;8061;;;;;
Antigua and Barbuda;2013;male;25-34 years;0,00;6782;;;;;
Antigua and Barbuda;2013;male;35-54 years;0,00;13302;;;;;
Antigua and Barbuda;2013;male;5-14 years;0,00;8405;;;;;
Antigua and Barbuda;2013;male;55-74 years;0,00;5238;;;;;
Antigua and Barbuda;2013;male;75+ years;0,00;1072;;;;;
Antigua and Barbuda;2014;female;15-24 years;0,00;8537;;;;;
Antigua and Barbuda;2014;female;25-34 years;0,00;7578;;;;;
Antigua and Barbuda;2014;female;35-54 years;0,00;15273;;;;;
Antigua and Barbuda;2014;female;5-14 years;0,00;8296;;;;;
Antigua and Barbuda;2014;female;55-74 years;0,00;6085;;;;;
Antigua and Barbuda;2014;female;75+ years;0,00;1686;;;;;
Antigua and Barbuda;2014;male;15-24 years;0,00;8208;;;;;
Antigua and Barbuda;2014;male;25-34 years;0,00;6928;;;;;
Antigua and Barbuda;2014;male;35-54 years;0,00;13325;;;;;
Antigua and Barbuda;2014;male;5-14 years;0,00;8335;;;;;
Antigua and Barbuda;2014;male;55-74 years;0,00;5503;;;;;
Antigua and Barbuda;2014;male;75+ years;0,00;1083;;;;;
Antigua and Barbuda;2015;female;55-74 years;1,00;6403;;;;;
Antigua and Barbuda;2015;female;15-24 years;0,00;8561;;;;;
Antigua and Barbuda;2015;female;25-34 years;0,00;7740;;;;;
Antigua and Barbuda;2015;female;35-54 years;0,00;15323;;;;;
Antigua and Barbuda;2015;female;5-14 years;0,00;8239;;;;;
Antigua and Barbuda;2015;female;75+ years;0,00;1724;;;;;
Antigua and Barbuda;2015;male;15-24 years;0,00;8331;;;;;
Antigua and Barbuda;2015;male;25-34 years;0,00;7059;;;;;
Antigua and Barbuda;2015;male;35-54 years;0,00;13370;;;;;
Antigua and Barbuda;2015;male;5-14 years;0,00;8268;;;;;
Antigua and Barbuda;2015;male;55-74 years;0,00;5784;;;;;
Antigua and Barbuda;2015;male;75+ years;0,00;1087;;;;;
Argentina;1985;male;75+ years;202,00;363000;;;;;
Argentina;1985;male;55-74 years;485,00;1997000;;;;;
Argentina;1985;male;35-54 years;414,00;3346300;;;;;
Argentina;1985;female;55-74 years;210,00;2304000;;;;;
Argentina;1985;male;25-34 years;177,00;2234200;;;;;
Argentina;1985;female;75+ years;41,00;537000;;;;;
Argentina;1985;male;15-24 years;156,00;2415200;;;;;
Argentina;1985;female;35-54 years;142,00;3355300;;;;;
Argentina;1985;female;25-34 years;65,00;2185200;;;;;
Argentina;1985;female;15-24 years;69,00;2354200;;;;;
Argentina;1985;male;5-14 years;16,00;3044200;;;;;
Argentina;1985;female;5-14 years;11,00;2955200;;;;;
Argentina;1986;male;75+ years;230,00;365000;;;;;
Argentina;1986;male;55-74 years;530,00;2008300;;;;;
Argentina;1986;male;35-54 years;478,00;3365200;;;;;
Argentina;1986;male;25-34 years;209,00;2246900;;;;;
Argentina;1986;female;75+ years;48,00;540200;;;;;
Argentina;1986;female;55-74 years;201,00;2317100;;;;;
Argentina;1986;male;15-24 years;186,00;2428900;;;;;
Argentina;1986;female;35-54 years;188,00;3374300;;;;;
Argentina;1986;female;25-34 years;96,00;2197600;;;;;
Argentina;1986;female;15-24 years;101,00;2367600;;;;;
Argentina;1986;male;5-14 years;10,00;3061400;;;;;
Argentina;1986;female;5-14 years;7,00;2971900;;;;;
Argentina;1987;male;75+ years;200,00;369800;;;;;
Argentina;1987;male;55-74 years;532,00;2034500;;;;;
Argentina;1987;male;35-54 years;482,00;3409100;;;;;
Argentina;1987;female;75+ years;57,00;547000;;;;;
Argentina;1987;female;55-74 years;224,00;2347300;;;;;
Argentina;1987;male;25-34 years;192,00;2276200;;;;;
Argentina;1987;male;15-24 years;179,00;2460600;;;;;
Argentina;1987;female;35-54 years;209,00;3418300;;;;;
Argentina;1987;female;25-34 years;89,00;2226200;;;;;
Argentina;1987;female;15-24 years;93,00;2398400;;;;;
Argentina;1987;male;5-14 years;15,00;3101300;;;;;
Argentina;1987;female;5-14 years;14,00;3010700;;;;;
Argentina;1988;male;75+ years;216,00;392000;;;;;
Argentina;1988;male;55-74 years;550,00;2079000;;;;;
Argentina;1988;male;35-54 years;477,00;3503000;;;;;
Argentina;1988;female;75+ years;61,00;602000;;;;;
Argentina;1988;female;55-74 years;233,00;2412000;;;;;
Argentina;1988;male;25-34 years;215,00;2276000;;;;;
Argentina;1988;male;15-24 years;211,00;2524000;;;;;
Argentina;1988;female;35-54 years;198,00;3508000;;;;;
Argentina;1988;female;15-24 years;101,00;2459000;;;;;
Argentina;1988;female;25-34 years;61,00;2228000;;;;;
Argentina;1988;male;5-14 years;20,00;3210000;;;;;
Argentina;1988;female;5-14 years;11,00;3115000;;;;;
Argentina;1989;male;75+ years;208,00;400000;;;;;
Argentina;1989;male;55-74 years;548,00;2105000;;;;;
Argentina;1989;male;35-54 years;462,00;3561000;;;;;
Argentina;1989;female;75+ years;65,00;622000;;;;;
Argentina;1989;male;25-34 years;219,00;2287000;;;;;
Argentina;1989;female;55-74 years;201,00;2446000;;;;;
Argentina;1989;male;15-24 years;186,00;2575000;;;;;
Argentina;1989;female;35-54 years;166,00;3563000;;;;;
Argentina;1989;female;25-34 years;83,00;2240000;;;;;
Argentina;1989;female;15-24 years;80,00;2509000;;;;;
Argentina;1989;male;5-14 years;18,00;3245000;;;;;
Argentina;1989;female;5-14 years;11,00;3149000;;;;;
Argentina;1990;male;75+ years;226,00;411100;;;;;
Argentina;1990;male;55-74 years;502,00;2128000;;;;;
Argentina;1990;male;35-54 years;439,00;3619000;;;;;
Argentina;1990;female;75+ years;61,00;643000;;;;;
Argentina;1990;male;25-34 years;182,00;2297000;;;;;
Argentina;1990;female;55-74 years;190,00;2477000;;;;;
Argentina;1990;male;15-24 years;174,00;2635000;;;;;
Argentina;1990;female;35-54 years;163,00;3622000;;;;;
Argentina;1990;female;15-24 years;91,00;2568000;;;;;
Argentina;1990;female;25-34 years;76,00;2251000;;;;;
Argentina;1990;male;5-14 years;22,00;3269000;;;;;
Argentina;1990;female;5-14 years;14,00;3171000;;;;;
Argentina;1991;male;75+ years;184,00;396000;;;;;
Argentina;1991;male;55-74 years;449,00;2130000;;;;;
Argentina;1991;male;35-54 years;398,00;3580000;;;;;
Argentina;1991;male;25-34 years;214,00;2277000;;;;;
Argentina;1991;female;75+ years;50,00;658000;;;;;
Argentina;1991;female;55-74 years;169,00;2508000;;;;;
Argentina;1991;male;15-24 years;179,00;2738000;;;;;
Argentina;1991;female;35-54 years;133,00;3691000;;;;;
Argentina;1991;female;25-34 years;77,00;2310000;;;;;
Argentina;1991;female;15-24 years;61,00;2689000;;;;;
Argentina;1991;male;5-14 years;28,00;3369000;;;;;
Argentina;1991;female;5-14 years;9,00;3277000;;;;;
Argentina;1992;male;75+ years;194,00;404900;;;;;
Argentina;1992;male;55-74 years;500,00;2150500;;;;;
Argentina;1992;male;35-54 years;488,00;3616600;;;;;
Argentina;1992;male;25-34 years;227,00;2306200;;;;;
Argentina;1992;male;15-24 years;249,00;2834100;;;;;
Argentina;1992;female;75+ years;46,00;678000;;;;;
Argentina;1992;female;55-74 years;147,00;2538400;;;;;
Argentina;1992;female;35-54 years;140,00;3755500;;;;;
Argentina;1992;female;25-34 years;79,00;2329100;;;;;
Argentina;1992;female;15-24 years;79,00;2783500;;;;;
Argentina;1992;male;5-14 years;22,00;3371800;;;;;
Argentina;1992;female;5-14 years;13,00;3276800;;;;;
Argentina;1993;male;75+ years;229,00;413600;;;;;
Argentina;1993;male;55-74 years;520,00;2171500;;;;;
Argentina;1993;male;35-54 years;495,00;3672300;;;;;
Argentina;1993;male;25-34 years;233,00;2336300;;;;;
Argentina;1993;female;75+ years;58,00;698400;;;;;
Argentina;1993;male;15-24 years;235,00;2932300;;;;;
Argentina;1993;female;55-74 years;126,00;2568300;;;;;
Argentina;1993;female;35-54 years;144,00;3820400;;;;;
Argentina;1993;female;25-34 years;76,00;2347800;;;;;
Argentina;1993;female;15-24 years;73,00;2879300;;;;;
Argentina;1993;male;5-14 years;25,00;3367500;;;;;
Argentina;1993;female;5-14 years;16,00;3269800;;;;;
Argentina;1994;male;75+ years;192,00;423100;;;;;
Argentina;1994;male;55-74 years;509,00;2192500;;;;;
Argentina;1994;male;35-54 years;527,00;3729600;;;;;
Argentina;1994;male;25-34 years;226,00;2369000;;;;;
Argentina;1994;male;15-24 years;250,00;3027200;;;;;
Argentina;1994;female;55-74 years;135,00;2597400;;;;;
Argentina;1994;female;75+ years;34,00;719700;;;;;
Argentina;1994;female;35-54 years;160,00;3885600;;;;;
Argentina;1994;female;15-24 years;98,00;2971300;;;;;
Argentina;1994;female;25-34 years;72,00;2369900;;;;;
Argentina;1994;male;5-14 years;27,00;3363000;;;;;
Argentina;1994;female;5-14 years;11,00;3262900;;;;;
Argentina;1995;male;75+ years;190,00;433800;;;;;
Argentina;1995;male;55-74 years;515,00;2214000;;;;;
Argentina;1995;male;35-54 years;485,00;3787800;;;;;
Argentina;1995;male;25-34 years;218,00;2404900;;;;;
Argentina;1995;male;15-24 years;277,00;3112100;;;;;
Argentina;1995;female;75+ years;49,00;742200;;;;;
Argentina;1995;female;55-74 years;134,00;2625900;;;;;
Argentina;1995;female;35-54 years;139,00;3950100;;;;;
Argentina;1995;female;15-24 years;101,00;3053300;;;;;
Argentina;1995;female;25-34 years;62,00;2396900;;;;;
Argentina;1995;female;5-14 years;19,00;3261100;;;;;
Argentina;1995;male;5-14 years;15,00;3363300;;;;;
Argentina;1996;male;75+ years;189,00;445800;;;;;
Argentina;1996;male;55-74 years;464,00;2235900;;;;;
Argentina;1996;male;35-54 years;524,00;3847300;;;;;
Argentina;1996;male;25-34 years;226,00;2442900;;;;;
Argentina;1996;male;15-24 years;280,00;3185600;;;;;
Argentina;1996;female;75+ years;59,00;766100;;;;;
Argentina;1996;female;55-74 years;131,00;2653800;;;;;
Argentina;1996;female;35-54 years;176,00;4014100;;;;;
Argentina;1996;female;15-24 years;105,00;3123600;;;;;
Argentina;1996;female;25-34 years;52,00;2428400;;;;;
Argentina;1996;male;5-14 years;14,00;3370400;;;;;
Argentina;1996;female;5-14 years;9,00;3266800;;;;;
Argentina;1997;male;75+ years;195,00;490152;;;;;
Argentina;1997;male;55-74 years;457,00;2252148;;;;;
Argentina;1997;male;35-54 years;501,00;3934581;;;;;
Argentina;1997;male;25-34 years;213,00;2460112;;;;;
Argentina;1997;male;15-24 years;260,00;3198193;;;;;
Argentina;1997;female;75+ years;47,00;854095;;;;;
Argentina;1997;female;55-74 years;131,00;2668528;;;;;
Argentina;1997;female;35-54 years;165,00;4083427;;;;;
Argentina;1997;female;15-24 years;113,00;3161000;;;;;
Argentina;1997;female;25-34 years;72,00;2474330;;;;;
Argentina;1997;male;5-14 years;19,00;3429860;;;;;
Argentina;1997;female;5-14 years;11,00;3327355;;;;;
Argentina;1998;male;75+ years;201,00;504164;;;;;
Argentina;1998;male;55-74 years;518,00;2274972;;;;;
Argentina;1998;male;35-54 years;508,00;3990829;;;;;
Argentina;1998;male;15-24 years;327,00;3243944;;;;;
Argentina;1998;male;25-34 years;251,00;2497189;;;;;
Argentina;1998;female;75+ years;53,00;883724;;;;;
Argentina;1998;female;55-74 years;140,00;2696429;;;;;
Argentina;1998;female;15-24 years;114,00;3200362;;;;;
Argentina;1998;female;35-54 years;147,00;4143203;;;;;
Argentina;1998;female;25-34 years;52,00;2512005;;;;;
Argentina;1998;female;5-14 years;20,00;3353473;;;;;
Argentina;1998;male;5-14 years;16,00;3456965;;;;;
Argentina;1999;male;75+ years;204,00;515800;;;;;
Argentina;1999;male;55-74 years;540,00;2301840;;;;;
Argentina;1999;male;35-54 years;545,00;4045105;;;;;
Argentina;1999;male;15-24 years;355,00;3279728;;;;;
Argentina;1999;male;25-34 years;265,00;2543861;;;;;
Argentina;1999;female;55-74 years;137,00;2727054;;;;;
Argentina;1999;female;75+ years;44,00;912898;;;;;
Argentina;1999;female;35-54 years;141,00;4200203;;;;;
Argentina;1999;female;15-24 years;101,00;3229424;;;;;
Argentina;1999;female;25-34 years;50,00;2559176;;;;;
Argentina;1999;male;5-14 years;21,00;3482230;;;;;
Argentina;1999;female;5-14 years;20,00;3377543;;;;;
Argentina;2000;male;75+ years;232,00;525161;;;;;
Argentina;2000;male;55-74 years;602,00;2333377;;;;;
Argentina;2000;male;35-54 years;578,00;4096814;;;;;
Argentina;2000;male;15-24 years;463,00;3306109;;;;;
Argentina;2000;male;25-34 years;331,00;2602314;;;;;
Argentina;2000;female;55-74 years;133,00;2760512;;;;;
Argentina;2000;female;75+ years;43,00;941957;;;;;
Argentina;2000;female;35-54 years;174,00;4253771;;;;;
Argentina;2000;female;15-24 years;116,00;3249247;;;;;
Argentina;2000;female;25-34 years;63,00;2617723;;;;;
Argentina;2000;female;5-14 years;21,00;3396135;;;;;
Argentina;2000;male;5-14 years;18,00;3502413;;;;;
Argentina;2001;male;75+ years;250,00;547473;;;;;
Argentina;2001;male;55-74 years;659,00;2358654;;;;;
Argentina;2001;male;15-24 years;518,00;3325440;;;;;
Argentina;2001;male;35-54 years;625,00;4145861;;;;;
Argentina;2001;male;25-34 years;375,00;2675285;;;;;
Argentina;2001;female;75+ years;57,00;978346;;;;;
Argentina;2001;female;15-24 years;166,00;3262682;;;;;
Argentina;2001;female;55-74 years;137,00;2788628;;;;;
Argentina;2001;female;35-54 years;210,00;4306817;;;;;
Argentina;2001;female;25-34 years;82,00;2690206;;;;;
Argentina;2001;male;5-14 years;29,00;3519935;;;;;
Argentina;2001;female;5-14 years;24,00;3411619;;;;;
Argentina;2002;male;75+ years;234,00;566447;;;;;
Argentina;2002;male;55-74 years;615,00;2387478;;;;;
Argentina;2002;male;15-24 years;542,00;3331708;;;;;
Argentina;2002;male;25-34 years;412,00;2758283;;;;;
Argentina;2002;male;35-54 years;619,00;4191889;;;;;
Argentina;2002;female;55-74 years;179,00;2819507;;;;;
Argentina;2002;female;75+ years;58,00;1012399;;;;;
Argentina;2002;female;15-24 years;158,00;3263542;;;;;
Argentina;2002;female;35-54 years;194,00;4355651;;;;;
Argentina;2002;female;25-34 years;91,00;2772560;;;;;
Argentina;2002;male;5-14 years;37,00;3529201;;;;;
Argentina;2002;female;5-14 years;23,00;3418842;;;;;
Argentina;2003;male;75+ years;272,00;581842;;;;;
Argentina;2003;male;55-74 years;577,00;2420864;;;;;
Argentina;2003;male;15-24 years;638,00;3331226;;;;;
Argentina;2003;male;25-34 years;456,00;2845955;;;;;
Argentina;2003;male;35-54 years;625,00;4237124;;;;;
Argentina;2003;female;75+ years;68,00;1044188;;;;;
Argentina;2003;female;15-24 years;179,00;3258029;;;;;
Argentina;2003;female;55-74 years;147,00;2854473;;;;;
Argentina;2003;female;35-54 years;196,00;4402438;;;;;
Argentina;2003;female;25-34 years;69,00;2859003;;;;;
Argentina;2003;male;5-14 years;37,00;3531507;;;;;
Argentina;2003;female;5-14 years;25,00;3419258;;;;;
Argentina;2004;male;75+ years;227,00;593409;;;;;
Argentina;2004;male;55-74 years;500,00;2459960;;;;;
Argentina;2004;male;15-24 years;653,00;3333328;;;;;
Argentina;2004;male;25-34 years;445,00;2930079;;;;;
Argentina;2004;male;35-54 years;599,00;4284709;;;;;
Argentina;2004;female;15-24 years;159,00;3255244;;;;;
Argentina;2004;female;55-74 years;136,00;2895423;;;;;
Argentina;2004;female;75+ years;50,00;1073648;;;;;
Argentina;2004;female;35-54 years;185,00;4450210;;;;;
Argentina;2004;female;25-34 years;99,00;2940630;;;;;
Argentina;2004;male;5-14 years;43,00;3530061;;;;;
Argentina;2004;female;5-14 years;25,00;3416244;;;;;
Argentina;2005;male;75+ years;225,00;601176;;;;;
Argentina;2005;male;55-74 years;489,00;2505136;;;;;
Argentina;2005;male;15-24 years;638,00;3343414;;;;;
Argentina;2005;male;25-34 years;451,00;3004991;;;;;
Argentina;2005;male;35-54 years;539,00;4336453;;;;;
Argentina;2005;female;55-74 years;161,00;2943135;;;;;
Argentina;2005;female;75+ years;59,00;1101024;;;;;
Argentina;2005;female;15-24 years;148,00;3260468;;;;;
Argentina;2005;female;35-54 years;171,00;4500787;;;;;
Argentina;2005;female;25-34 years;104,00;3011376;;;;;
Argentina;2005;male;5-14 years;52,00;3528848;;;;;
Argentina;2005;female;5-14 years;21,00;3413809;;;;;
Argentina;2006;male;75+ years;246,00;620010;;;;;
Argentina;2006;male;15-24 years;656,00;3357424;;;;;
Argentina;2006;male;55-74 years;487,00;2540712;;;;;
Argentina;2006;male;25-34 years;483,00;3068991;;;;;
Argentina;2006;male;35-54 years;585,00;4383730;;;;;
Argentina;2006;female;15-24 years;175,00;3271703;;;;;
Argentina;2006;female;55-74 years;115,00;2983954;;;;;
Argentina;2006;female;35-54 years;160,00;4549471;;;;;
Argentina;2006;female;25-34 years;105,00;3070419;;;;;
Argentina;2006;female;75+ years;31,00;1132977;;;;;
Argentina;2006;male;5-14 years;39,00;3527369;;;;;
Argentina;2006;female;5-14 years;26,00;3412126;;;;;
Argentina;2007;male;75+ years;225,00;634995;;;;;
